record_id,line,product_variant,unit_id,date,defect_found,defect_type
D008665,Line B,Standard,LineB-STA-03665,2026-06-03,FALSE,
D008682,Line B,Standard,LineB-STA-03682,2026-06-03,FALSE,
D008727,Line B,Standard,LineB-STA-03727,2026-06-03,FALSE,
D008813,Line B,Standard,LineB-STA-03813,2026-06-03,FALSE,
D008891,Line B,Standard,LineB-STA-03891,2026-06-03,FALSE,
D008949,Line B,Standard,LineB-STA-03949,2026-06-03,FALSE,
D009024,Line B,Standard,LineB-STA-04024,2026-06-03,FALSE,
D009074,Line B,Standard,LineB-STA-04074,2026-06-03,FALSE,
D009171,Line B,Standard,LineB-STA-04171,2026-06-03,FALSE,
D009183,Line B,Standard,LineB-STA-04183,2026-06-03,FALSE,
D009267,Line B,Pro,LineB-PRO-00017,2026-06-03,FALSE,
D009332,Line B,Pro,LineB-PRO-00082,2026-06-03,FALSE,
D009360,Line B,Pro,LineB-PRO-00110,2026-06-03,FALSE,
D009443,Line B,Pro,LineB-PRO-00193,2026-06-03,FALSE,
D009544,Line B,Pro,LineB-PRO-00294,2026-06-03,FALSE,
D009575,Line B,Pro,LineB-PRO-00325,2026-06-03,FALSE,
D009604,Line B,Pro,LineB-PRO-00354,2026-06-03,FALSE,
D009688,Line B,Pro,LineB-PRO-00438,2026-06-03,FALSE,
D009714,Line B,Pro,LineB-PRO-00464,2026-06-03,FALSE,
D009850,Line B,Pro,LineB-PRO-00600,2026-06-03,FALSE,
D009894,Line B,Pro,LineB-PRO-00644,2026-06-03,FALSE,
D000074,Line A,Standard,LineA-STA-00074,2026-06-04,FALSE,
D000108,Line A,Standard,LineA-STA-00108,2026-06-04,FALSE,
D000127,Line A,Standard,LineA-STA-00127,2026-06-04,FALSE,
D000148,Line A,Standard,LineA-STA-00148,2026-06-04,FALSE,
D000199,Line A,Standard,LineA-STA-00199,2026-06-04,FALSE,
D000327,Line A,Standard,LineA-STA-00327,2026-06-04,FALSE,
D000384,Line A,Standard,LineA-STA-00384,2026-06-04,FALSE,
D000421,Line A,Standard,LineA-STA-00421,2026-06-04,FALSE,
D000535,Line A,Standard,LineA-STA-00535,2026-06-04,FALSE,
D000704,Line A,Standard,LineA-STA-00704,2026-06-04,FALSE,
D000727,Line A,Standard,LineA-STA-00727,2026-06-04,FALSE,
D000810,Line A,Standard,LineA-STA-00810,2026-06-04,FALSE,
D000978,Line A,Standard,LineA-STA-00978,2026-06-04,FALSE,
D001022,Line A,Standard,LineA-STA-01022,2026-06-04,FALSE,
D001164,Line A,Standard,LineA-STA-01164,2026-06-04,FALSE,
D001452,Line A,Standard,LineA-STA-01452,2026-06-04,FALSE,
D001455,Line A,Standard,LineA-STA-01455,2026-06-04,FALSE,
D001563,Line A,Standard,LineA-STA-01563,2026-06-04,FALSE,
D001629,Line A,Standard,LineA-STA-01629,2026-06-04,TRUE,component_misalignment
D001776,Line A,Standard,LineA-STA-01776,2026-06-04,FALSE,
D002056,Line A,Standard,LineA-STA-02056,2026-06-04,FALSE,
D002167,Line A,Standard,LineA-STA-02167,2026-06-04,FALSE,
D002187,Line A,Standard,LineA-STA-02187,2026-06-04,FALSE,
D002309,Line A,Pro,LineA-PRO-00059,2026-06-04,FALSE,
D002374,Line A,Pro,LineA-PRO-00124,2026-06-04,FALSE,
D002747,Line A,Pro,LineA-PRO-00497,2026-06-04,FALSE,
D002864,Line A,Pro,LineA-PRO-00614,2026-06-04,FALSE,
D002959,Line A,Pro,LineA-PRO-00709,2026-06-04,FALSE,
D002968,Line A,Pro,LineA-PRO-00718,2026-06-04,FALSE,
D003083,Line A,Pro,LineA-PRO-00833,2026-06-04,FALSE,
D003280,Line A,Pro,LineA-PRO-01030,2026-06-04,TRUE,firmware_flash_fail
D003353,Line A,Pro,LineA-PRO-01103,2026-06-04,FALSE,
D003368,Line A,Pro,LineA-PRO-01118,2026-06-04,FALSE,
D003496,Line A,Pro,LineA-PRO-01246,2026-06-04,FALSE,
D003537,Line A,Pro,LineA-PRO-01287,2026-06-04,FALSE,
D003608,Line A,Pro,LineA-PRO-01358,2026-06-04,FALSE,
D003644,Line A,Pro,LineA-PRO-01394,2026-06-04,FALSE,
D003742,Line A,Pro,LineA-PRO-01492,2026-06-04,FALSE,
D003829,Line A,Pro,LineA-PRO-01579,2026-06-04,FALSE,
D003968,Line A,Pro,LineA-PRO-01718,2026-06-04,FALSE,
D003981,Line A,Pro,LineA-PRO-01731,2026-06-04,FALSE,
D004190,Line A,Pro,LineA-PRO-01940,2026-06-04,FALSE,
D004327,Line A,Pro,LineA-PRO-02077,2026-06-04,FALSE,
D004369,Line A,Pro,LineA-PRO-02119,2026-06-04,FALSE,
D004400,Line A,Pro,LineA-PRO-02150,2026-06-04,FALSE,
D004409,Line A,Pro,LineA-PRO-02159,2026-06-04,FALSE,
D004426,Line A,Pro,LineA-PRO-02176,2026-06-04,FALSE,
D004519,Line A,Pro,LineA-PRO-02269,2026-06-04,FALSE,
D004524,Line A,Pro,LineA-PRO-02274,2026-06-04,FALSE,
D004591,Line A,Pro,LineA-PRO-02341,2026-06-04,FALSE,
D004651,Line A,Pro,LineA-PRO-02401,2026-06-04,FALSE,
D004695,Line A,Pro,LineA-PRO-02445,2026-06-04,FALSE,
D004791,Line A,Pro,LineA-PRO-02541,2026-06-04,FALSE,
D004834,Line A,Pro,LineA-PRO-02584,2026-06-04,FALSE,
D004916,Line A,Pro,LineA-PRO-02666,2026-06-04,FALSE,
D005020,Line B,Standard,LineB-STA-00020,2026-06-04,FALSE,
D005175,Line B,Standard,LineB-STA-00175,2026-06-04,FALSE,
D005287,Line B,Standard,LineB-STA-00287,2026-06-04,FALSE,
D005356,Line B,Standard,LineB-STA-00356,2026-06-04,FALSE,
D005379,Line B,Standard,LineB-STA-00379,2026-06-04,FALSE,
D005417,Line B,Standard,LineB-STA-00417,2026-06-04,FALSE,
D005636,Line B,Standard,LineB-STA-00636,2026-06-04,FALSE,
D005694,Line B,Standard,LineB-STA-00694,2026-06-04,FALSE,
D005763,Line B,Standard,LineB-STA-00763,2026-06-04,FALSE,
D005860,Line B,Standard,LineB-STA-00860,2026-06-04,FALSE,
D005927,Line B,Standard,LineB-STA-00927,2026-06-04,FALSE,
D006013,Line B,Standard,LineB-STA-01013,2026-06-04,FALSE,
D006059,Line B,Standard,LineB-STA-01059,2026-06-04,FALSE,
D006077,Line B,Standard,LineB-STA-01077,2026-06-04,FALSE,
D006195,Line B,Standard,LineB-STA-01195,2026-06-04,FALSE,
D006315,Line B,Standard,LineB-STA-01315,2026-06-04,FALSE,
D006394,Line B,Standard,LineB-STA-01394,2026-06-04,FALSE,
D006515,Line B,Standard,LineB-STA-01515,2026-06-04,FALSE,
D006556,Line B,Standard,LineB-STA-01556,2026-06-04,FALSE,
D006635,Line B,Standard,LineB-STA-01635,2026-06-04,FALSE,
D006647,Line B,Standard,LineB-STA-01647,2026-06-04,FALSE,
D006676,Line B,Standard,LineB-STA-01676,2026-06-04,FALSE,
D006746,Line B,Standard,LineB-STA-01746,2026-06-04,FALSE,
D006840,Line B,Standard,LineB-STA-01840,2026-06-04,FALSE,
D006951,Line B,Standard,LineB-STA-01951,2026-06-04,FALSE,
D006965,Line B,Standard,LineB-STA-01965,2026-06-04,FALSE,
D007179,Line B,Standard,LineB-STA-02179,2026-06-04,FALSE,
D007448,Line B,Standard,LineB-STA-02448,2026-06-04,FALSE,
D007536,Line B,Standard,LineB-STA-02536,2026-06-04,FALSE,
D007699,Line B,Standard,LineB-STA-02699,2026-06-04,FALSE,
D007932,Line B,Standard,LineB-STA-02932,2026-06-04,FALSE,
D007952,Line B,Standard,LineB-STA-02952,2026-06-04,FALSE,
D008351,Line B,Standard,LineB-STA-03351,2026-06-04,FALSE,
D008376,Line B,Standard,LineB-STA-03376,2026-06-04,TRUE,connector_seating
D008595,Line B,Standard,LineB-STA-03595,2026-06-04,FALSE,
D008717,Line B,Standard,LineB-STA-03717,2026-06-04,FALSE,
D008968,Line B,Standard,LineB-STA-03968,2026-06-04,FALSE,
D008984,Line B,Standard,LineB-STA-03984,2026-06-04,FALSE,
D009022,Line B,Standard,LineB-STA-04022,2026-06-04,FALSE,
D009126,Line B,Standard,LineB-STA-04126,2026-06-04,FALSE,
D009129,Line B,Standard,LineB-STA-04129,2026-06-04,FALSE,
D009210,Line B,Standard,LineB-STA-04210,2026-06-04,FALSE,
D009375,Line B,Pro,LineB-PRO-00125,2026-06-04,FALSE,
D009382,Line B,Pro,LineB-PRO-00132,2026-06-04,FALSE,
D009437,Line B,Pro,LineB-PRO-00187,2026-06-04,FALSE,
D009957,Line B,Pro,LineB-PRO-00707,2026-06-04,FALSE,
D000042,Line A,Standard,LineA-STA-00042,2026-06-05,FALSE,
D000066,Line A,Standard,LineA-STA-00066,2026-06-05,FALSE,
D000125,Line A,Standard,LineA-STA-00125,2026-06-05,FALSE,
D000138,Line A,Standard,LineA-STA-00138,2026-06-05,FALSE,
D000149,Line A,Standard,LineA-STA-00149,2026-06-05,FALSE,
D000349,Line A,Standard,LineA-STA-00349,2026-06-05,FALSE,
D000436,Line A,Standard,LineA-STA-00436,2026-06-05,FALSE,
D000441,Line A,Standard,LineA-STA-00441,2026-06-05,FALSE,
D000642,Line A,Standard,LineA-STA-00642,2026-06-05,FALSE,
D000864,Line A,Standard,LineA-STA-00864,2026-06-05,FALSE,
D001009,Line A,Standard,LineA-STA-01009,2026-06-05,FALSE,
D001132,Line A,Standard,LineA-STA-01132,2026-06-05,FALSE,
D001190,Line A,Standard,LineA-STA-01190,2026-06-05,FALSE,
D001241,Line A,Standard,LineA-STA-01241,2026-06-05,FALSE,
D001269,Line A,Standard,LineA-STA-01269,2026-06-05,FALSE,
D001415,Line A,Standard,LineA-STA-01415,2026-06-05,FALSE,
D001470,Line A,Standard,LineA-STA-01470,2026-06-05,FALSE,
D001526,Line A,Standard,LineA-STA-01526,2026-06-05,FALSE,
D001540,Line A,Standard,LineA-STA-01540,2026-06-05,FALSE,
D001686,Line A,Standard,LineA-STA-01686,2026-06-05,FALSE,
D002162,Line A,Standard,LineA-STA-02162,2026-06-05,FALSE,
D002223,Line A,Standard,LineA-STA-02223,2026-06-05,FALSE,
D002297,Line A,Pro,LineA-PRO-00047,2026-06-05,FALSE,
D002347,Line A,Pro,LineA-PRO-00097,2026-06-05,FALSE,
D002568,Line A,Pro,LineA-PRO-00318,2026-06-05,FALSE,
D002779,Line A,Pro,LineA-PRO-00529,2026-06-05,FALSE,
D002926,Line A,Pro,LineA-PRO-00676,2026-06-05,FALSE,
D003123,Line A,Pro,LineA-PRO-00873,2026-06-05,FALSE,
D003130,Line A,Pro,LineA-PRO-00880,2026-06-05,FALSE,
D003224,Line A,Pro,LineA-PRO-00974,2026-06-05,FALSE,
D003250,Line A,Pro,LineA-PRO-01000,2026-06-05,FALSE,
D003326,Line A,Pro,LineA-PRO-01076,2026-06-05,TRUE,label_misprint
D003383,Line A,Pro,LineA-PRO-01133,2026-06-05,FALSE,
D003458,Line A,Pro,LineA-PRO-01208,2026-06-05,FALSE,
D003587,Line A,Pro,LineA-PRO-01337,2026-06-05,FALSE,
D003655,Line A,Pro,LineA-PRO-01405,2026-06-05,FALSE,
D004046,Line A,Pro,LineA-PRO-01796,2026-06-05,FALSE,
D004126,Line A,Pro,LineA-PRO-01876,2026-06-05,FALSE,
D004176,Line A,Pro,LineA-PRO-01926,2026-06-05,FALSE,
D004178,Line A,Pro,LineA-PRO-01928,2026-06-05,FALSE,
D004293,Line A,Pro,LineA-PRO-02043,2026-06-05,FALSE,
D004505,Line A,Pro,LineA-PRO-02255,2026-06-05,TRUE,battery_swell
D004597,Line A,Pro,LineA-PRO-02347,2026-06-05,FALSE,
D004762,Line A,Pro,LineA-PRO-02512,2026-06-05,TRUE,battery_swell
D005042,Line B,Standard,LineB-STA-00042,2026-06-05,TRUE,battery_swell
D005072,Line B,Standard,LineB-STA-00072,2026-06-05,FALSE,
D005085,Line B,Standard,LineB-STA-00085,2026-06-05,FALSE,
D005098,Line B,Standard,LineB-STA-00098,2026-06-05,FALSE,
D005136,Line B,Standard,LineB-STA-00136,2026-06-05,FALSE,
D005180,Line B,Standard,LineB-STA-00180,2026-06-05,FALSE,
D005394,Line B,Standard,LineB-STA-00394,2026-06-05,FALSE,
D005486,Line B,Standard,LineB-STA-00486,2026-06-05,FALSE,
D005629,Line B,Standard,LineB-STA-00629,2026-06-05,FALSE,
D005864,Line B,Standard,LineB-STA-00864,2026-06-05,FALSE,
D005936,Line B,Standard,LineB-STA-00936,2026-06-05,FALSE,
D006097,Line B,Standard,LineB-STA-01097,2026-06-05,FALSE,
D006163,Line B,Standard,LineB-STA-01163,2026-06-05,FALSE,
D006181,Line B,Standard,LineB-STA-01181,2026-06-05,FALSE,
D006370,Line B,Standard,LineB-STA-01370,2026-06-05,FALSE,
D006428,Line B,Standard,LineB-STA-01428,2026-06-05,FALSE,
D006505,Line B,Standard,LineB-STA-01505,2026-06-05,FALSE,
D006637,Line B,Standard,LineB-STA-01637,2026-06-05,FALSE,
D006656,Line B,Standard,LineB-STA-01656,2026-06-05,FALSE,
D006834,Line B,Standard,LineB-STA-01834,2026-06-05,FALSE,
D006856,Line B,Standard,LineB-STA-01856,2026-06-05,FALSE,
D006969,Line B,Standard,LineB-STA-01969,2026-06-05,FALSE,
D007082,Line B,Standard,LineB-STA-02082,2026-06-05,FALSE,
D007144,Line B,Standard,LineB-STA-02144,2026-06-05,FALSE,
D007182,Line B,Standard,LineB-STA-02182,2026-06-05,FALSE,
D007322,Line B,Standard,LineB-STA-02322,2026-06-05,FALSE,
D007595,Line B,Standard,LineB-STA-02595,2026-06-05,FALSE,
D007805,Line B,Standard,LineB-STA-02805,2026-06-05,FALSE,
D007808,Line B,Standard,LineB-STA-02808,2026-06-05,FALSE,
D008226,Line B,Standard,LineB-STA-03226,2026-06-05,FALSE,
D008270,Line B,Standard,LineB-STA-03270,2026-06-05,FALSE,
D008549,Line B,Standard,LineB-STA-03549,2026-06-05,FALSE,
D008662,Line B,Standard,LineB-STA-03662,2026-06-05,FALSE,
D008725,Line B,Standard,LineB-STA-03725,2026-06-05,FALSE,
D008748,Line B,Standard,LineB-STA-03748,2026-06-05,FALSE,
D008761,Line B,Standard,LineB-STA-03761,2026-06-05,FALSE,
D008780,Line B,Standard,LineB-STA-03780,2026-06-05,FALSE,
D008805,Line B,Standard,LineB-STA-03805,2026-06-05,FALSE,
D009244,Line B,Standard,LineB-STA-04244,2026-06-05,FALSE,
D009265,Line B,Pro,LineB-PRO-00015,2026-06-05,FALSE,
D009279,Line B,Pro,LineB-PRO-00029,2026-06-05,TRUE,connector_seating
D009358,Line B,Pro,LineB-PRO-00108,2026-06-05,FALSE,
D009499,Line B,Pro,LineB-PRO-00249,2026-06-05,FALSE,
D009534,Line B,Pro,LineB-PRO-00284,2026-06-05,FALSE,
D000134,Line A,Standard,LineA-STA-00134,2026-06-06,FALSE,
D000205,Line A,Standard,LineA-STA-00205,2026-06-06,FALSE,
D000428,Line A,Standard,LineA-STA-00428,2026-06-06,FALSE,
D000548,Line A,Standard,LineA-STA-00548,2026-06-06,FALSE,
D000882,Line A,Standard,LineA-STA-00882,2026-06-06,FALSE,
D001010,Line A,Standard,LineA-STA-01010,2026-06-06,FALSE,
D001038,Line A,Standard,LineA-STA-01038,2026-06-06,FALSE,
D001059,Line A,Standard,LineA-STA-01059,2026-06-06,FALSE,
D001346,Line A,Standard,LineA-STA-01346,2026-06-06,FALSE,
D001413,Line A,Standard,LineA-STA-01413,2026-06-06,FALSE,
D001506,Line A,Standard,LineA-STA-01506,2026-06-06,FALSE,
D001507,Line A,Standard,LineA-STA-01507,2026-06-06,FALSE,
D001568,Line A,Standard,LineA-STA-01568,2026-06-06,FALSE,
D001621,Line A,Standard,LineA-STA-01621,2026-06-06,FALSE,
D002044,Line A,Standard,LineA-STA-02044,2026-06-06,FALSE,
D002058,Line A,Standard,LineA-STA-02058,2026-06-06,FALSE,
D002088,Line A,Standard,LineA-STA-02088,2026-06-06,FALSE,
D002094,Line A,Standard,LineA-STA-02094,2026-06-06,FALSE,
D002159,Line A,Standard,LineA-STA-02159,2026-06-06,FALSE,
D002247,Line A,Standard,LineA-STA-02247,2026-06-06,FALSE,
D002328,Line A,Pro,LineA-PRO-00078,2026-06-06,FALSE,
D002330,Line A,Pro,LineA-PRO-00080,2026-06-06,FALSE,
D002460,Line A,Pro,LineA-PRO-00210,2026-06-06,FALSE,
D002723,Line A,Pro,LineA-PRO-00473,2026-06-06,FALSE,
D002843,Line A,Pro,LineA-PRO-00593,2026-06-06,FALSE,
D002997,Line A,Pro,LineA-PRO-00747,2026-06-06,FALSE,
D003015,Line A,Pro,LineA-PRO-00765,2026-06-06,FALSE,
D003299,Line A,Pro,LineA-PRO-01049,2026-06-06,FALSE,
D003391,Line A,Pro,LineA-PRO-01141,2026-06-06,FALSE,
D003426,Line A,Pro,LineA-PRO-01176,2026-06-06,TRUE,cosmetic_scratch
D003489,Line A,Pro,LineA-PRO-01239,2026-06-06,FALSE,
D003663,Line A,Pro,LineA-PRO-01413,2026-06-06,FALSE,
D003678,Line A,Pro,LineA-PRO-01428,2026-06-06,FALSE,
D003857,Line A,Pro,LineA-PRO-01607,2026-06-06,FALSE,
D004005,Line A,Pro,LineA-PRO-01755,2026-06-06,FALSE,
D004169,Line A,Pro,LineA-PRO-01919,2026-06-06,TRUE,capacitor_leak
D004443,Line A,Pro,LineA-PRO-02193,2026-06-06,FALSE,
D004449,Line A,Pro,LineA-PRO-02199,2026-06-06,FALSE,
D004467,Line A,Pro,LineA-PRO-02217,2026-06-06,FALSE,
D004500,Line A,Pro,LineA-PRO-02250,2026-06-06,FALSE,
D004507,Line A,Pro,LineA-PRO-02257,2026-06-06,FALSE,
D004551,Line A,Pro,LineA-PRO-02301,2026-06-06,FALSE,
D004555,Line A,Pro,LineA-PRO-02305,2026-06-06,FALSE,
D004579,Line A,Pro,LineA-PRO-02329,2026-06-06,FALSE,
D004617,Line A,Pro,LineA-PRO-02367,2026-06-06,TRUE,component_misalignment
D004692,Line A,Pro,LineA-PRO-02442,2026-06-06,FALSE,
D004936,Line A,Pro,LineA-PRO-02686,2026-06-06,FALSE,
D004963,Line A,Pro,LineA-PRO-02713,2026-06-06,FALSE,
D005095,Line B,Standard,LineB-STA-00095,2026-06-06,FALSE,
D005109,Line B,Standard,LineB-STA-00109,2026-06-06,FALSE,
D005153,Line B,Standard,LineB-STA-00153,2026-06-06,FALSE,
D005190,Line B,Standard,LineB-STA-00190,2026-06-06,FALSE,
D005218,Line B,Standard,LineB-STA-00218,2026-06-06,FALSE,
D005334,Line B,Standard,LineB-STA-00334,2026-06-06,FALSE,
D005455,Line B,Standard,LineB-STA-00455,2026-06-06,FALSE,
D005497,Line B,Standard,LineB-STA-00497,2026-06-06,FALSE,
D005520,Line B,Standard,LineB-STA-00520,2026-06-06,FALSE,
D005529,Line B,Standard,LineB-STA-00529,2026-06-06,FALSE,
D005534,Line B,Standard,LineB-STA-00534,2026-06-06,FALSE,
D005601,Line B,Standard,LineB-STA-00601,2026-06-06,FALSE,
D005647,Line B,Standard,LineB-STA-00647,2026-06-06,FALSE,
D005753,Line B,Standard,LineB-STA-00753,2026-06-06,FALSE,
D005839,Line B,Standard,LineB-STA-00839,2026-06-06,FALSE,
D005872,Line B,Standard,LineB-STA-00872,2026-06-06,FALSE,
D006046,Line B,Standard,LineB-STA-01046,2026-06-06,FALSE,
D006408,Line B,Standard,LineB-STA-01408,2026-06-06,FALSE,
D006469,Line B,Standard,LineB-STA-01469,2026-06-06,FALSE,
D006506,Line B,Standard,LineB-STA-01506,2026-06-06,FALSE,
D006517,Line B,Standard,LineB-STA-01517,2026-06-06,FALSE,
D006565,Line B,Standard,LineB-STA-01565,2026-06-06,FALSE,
D006585,Line B,Standard,LineB-STA-01585,2026-06-06,FALSE,
D006699,Line B,Standard,LineB-STA-01699,2026-06-06,FALSE,
D006953,Line B,Standard,LineB-STA-01953,2026-06-06,FALSE,
D007001,Line B,Standard,LineB-STA-02001,2026-06-06,FALSE,
D007102,Line B,Standard,LineB-STA-02102,2026-06-06,FALSE,
D007103,Line B,Standard,LineB-STA-02103,2026-06-06,FALSE,
D007157,Line B,Standard,LineB-STA-02157,2026-06-06,FALSE,
D007222,Line B,Standard,LineB-STA-02222,2026-06-06,FALSE,
D007271,Line B,Standard,LineB-STA-02271,2026-06-06,FALSE,
D007303,Line B,Standard,LineB-STA-02303,2026-06-06,FALSE,
D007348,Line B,Standard,LineB-STA-02348,2026-06-06,FALSE,
D007373,Line B,Standard,LineB-STA-02373,2026-06-06,FALSE,
D007714,Line B,Standard,LineB-STA-02714,2026-06-06,FALSE,
D007746,Line B,Standard,LineB-STA-02746,2026-06-06,FALSE,
D007753,Line B,Standard,LineB-STA-02753,2026-06-06,FALSE,
D007910,Line B,Standard,LineB-STA-02910,2026-06-06,FALSE,
D007978,Line B,Standard,LineB-STA-02978,2026-06-06,FALSE,
D008098,Line B,Standard,LineB-STA-03098,2026-06-06,FALSE,
D008228,Line B,Standard,LineB-STA-03228,2026-06-06,FALSE,
D008490,Line B,Standard,LineB-STA-03490,2026-06-06,FALSE,
D008671,Line B,Standard,LineB-STA-03671,2026-06-06,FALSE,
D008987,Line B,Standard,LineB-STA-03987,2026-06-06,FALSE,
D009005,Line B,Standard,LineB-STA-04005,2026-06-06,FALSE,
D009141,Line B,Standard,LineB-STA-04141,2026-06-06,FALSE,
D009522,Line B,Pro,LineB-PRO-00272,2026-06-06,FALSE,
D009684,Line B,Pro,LineB-PRO-00434,2026-06-06,FALSE,
D009760,Line B,Pro,LineB-PRO-00510,2026-06-06,FALSE,
D009828,Line B,Pro,LineB-PRO-00578,2026-06-06,FALSE,
D009834,Line B,Pro,LineB-PRO-00584,2026-06-06,FALSE,
D000178,Line A,Standard,LineA-STA-00178,2026-06-07,FALSE,
D000211,Line A,Standard,LineA-STA-00211,2026-06-07,FALSE,
D000275,Line A,Standard,LineA-STA-00275,2026-06-07,FALSE,
D000324,Line A,Standard,LineA-STA-00324,2026-06-07,FALSE,
D000411,Line A,Standard,LineA-STA-00411,2026-06-07,FALSE,
D000413,Line A,Standard,LineA-STA-00413,2026-06-07,FALSE,
D000490,Line A,Standard,LineA-STA-00490,2026-06-07,FALSE,
D000567,Line A,Standard,LineA-STA-00567,2026-06-07,FALSE,
D000588,Line A,Standard,LineA-STA-00588,2026-06-07,FALSE,
D000689,Line A,Standard,LineA-STA-00689,2026-06-07,FALSE,
D000722,Line A,Standard,LineA-STA-00722,2026-06-07,FALSE,
D000734,Line A,Standard,LineA-STA-00734,2026-06-07,FALSE,
D000739,Line A,Standard,LineA-STA-00739,2026-06-07,FALSE,
D000775,Line A,Standard,LineA-STA-00775,2026-06-07,FALSE,
D001101,Line A,Standard,LineA-STA-01101,2026-06-07,FALSE,
D001373,Line A,Standard,LineA-STA-01373,2026-06-07,FALSE,
D001430,Line A,Standard,LineA-STA-01430,2026-06-07,TRUE,solder_joint
D001518,Line A,Standard,LineA-STA-01518,2026-06-07,FALSE,
D001611,Line A,Standard,LineA-STA-01611,2026-06-07,FALSE,
D001764,Line A,Standard,LineA-STA-01764,2026-06-07,FALSE,
D001789,Line A,Standard,LineA-STA-01789,2026-06-07,FALSE,
D001834,Line A,Standard,LineA-STA-01834,2026-06-07,FALSE,
D001851,Line A,Standard,LineA-STA-01851,2026-06-07,FALSE,
D002170,Line A,Standard,LineA-STA-02170,2026-06-07,FALSE,
D002325,Line A,Pro,LineA-PRO-00075,2026-06-07,FALSE,
D002398,Line A,Pro,LineA-PRO-00148,2026-06-07,FALSE,
D002431,Line A,Pro,LineA-PRO-00181,2026-06-07,FALSE,
D002438,Line A,Pro,LineA-PRO-00188,2026-06-07,FALSE,
D002474,Line A,Pro,LineA-PRO-00224,2026-06-07,FALSE,
D002742,Line A,Pro,LineA-PRO-00492,2026-06-07,FALSE,
D002867,Line A,Pro,LineA-PRO-00617,2026-06-07,FALSE,
D002911,Line A,Pro,LineA-PRO-00661,2026-06-07,FALSE,
D002969,Line A,Pro,LineA-PRO-00719,2026-06-07,FALSE,
D003025,Line A,Pro,LineA-PRO-00775,2026-06-07,TRUE,battery_swell
D003113,Line A,Pro,LineA-PRO-00863,2026-06-07,FALSE,
D003163,Line A,Pro,LineA-PRO-00913,2026-06-07,FALSE,
D003247,Line A,Pro,LineA-PRO-00997,2026-06-07,FALSE,
D003359,Line A,Pro,LineA-PRO-01109,2026-06-07,FALSE,
D003637,Line A,Pro,LineA-PRO-01387,2026-06-07,FALSE,
D003746,Line A,Pro,LineA-PRO-01496,2026-06-07,FALSE,
D003903,Line A,Pro,LineA-PRO-01653,2026-06-07,FALSE,
D003989,Line A,Pro,LineA-PRO-01739,2026-06-07,FALSE,
D004053,Line A,Pro,LineA-PRO-01803,2026-06-07,FALSE,
D004153,Line A,Pro,LineA-PRO-01903,2026-06-07,FALSE,
D004156,Line A,Pro,LineA-PRO-01906,2026-06-07,FALSE,
D004300,Line A,Pro,LineA-PRO-02050,2026-06-07,FALSE,
D004435,Line A,Pro,LineA-PRO-02185,2026-06-07,FALSE,
D004478,Line A,Pro,LineA-PRO-02228,2026-06-07,FALSE,
D004575,Line A,Pro,LineA-PRO-02325,2026-06-07,FALSE,
D004598,Line A,Pro,LineA-PRO-02348,2026-06-07,FALSE,
D004721,Line A,Pro,LineA-PRO-02471,2026-06-07,FALSE,
D005096,Line B,Standard,LineB-STA-00096,2026-06-07,FALSE,
D005241,Line B,Standard,LineB-STA-00241,2026-06-07,FALSE,
D005354,Line B,Standard,LineB-STA-00354,2026-06-07,FALSE,
D005507,Line B,Standard,LineB-STA-00507,2026-06-07,FALSE,
D005542,Line B,Standard,LineB-STA-00542,2026-06-07,FALSE,
D005649,Line B,Standard,LineB-STA-00649,2026-06-07,FALSE,
D005685,Line B,Standard,LineB-STA-00685,2026-06-07,FALSE,
D005941,Line B,Standard,LineB-STA-00941,2026-06-07,FALSE,
D006152,Line B,Standard,LineB-STA-01152,2026-06-07,FALSE,
D006263,Line B,Standard,LineB-STA-01263,2026-06-07,FALSE,
D006523,Line B,Standard,LineB-STA-01523,2026-06-07,FALSE,
D006546,Line B,Standard,LineB-STA-01546,2026-06-07,FALSE,
D006679,Line B,Standard,LineB-STA-01679,2026-06-07,FALSE,
D006800,Line B,Standard,LineB-STA-01800,2026-06-07,FALSE,
D006832,Line B,Standard,LineB-STA-01832,2026-06-07,FALSE,
D006875,Line B,Standard,LineB-STA-01875,2026-06-07,FALSE,
D007046,Line B,Standard,LineB-STA-02046,2026-06-07,FALSE,
D007190,Line B,Standard,LineB-STA-02190,2026-06-07,FALSE,
D007194,Line B,Standard,LineB-STA-02194,2026-06-07,FALSE,
D007195,Line B,Standard,LineB-STA-02195,2026-06-07,FALSE,
D007202,Line B,Standard,LineB-STA-02202,2026-06-07,FALSE,
D007273,Line B,Standard,LineB-STA-02273,2026-06-07,FALSE,
D007611,Line B,Standard,LineB-STA-02611,2026-06-07,FALSE,
D007657,Line B,Standard,LineB-STA-02657,2026-06-07,FALSE,
D007669,Line B,Standard,LineB-STA-02669,2026-06-07,FALSE,
D007748,Line B,Standard,LineB-STA-02748,2026-06-07,FALSE,
D007784,Line B,Standard,LineB-STA-02784,2026-06-07,FALSE,
D007806,Line B,Standard,LineB-STA-02806,2026-06-07,FALSE,
D007966,Line B,Standard,LineB-STA-02966,2026-06-07,FALSE,
D008065,Line B,Standard,LineB-STA-03065,2026-06-07,FALSE,
D008125,Line B,Standard,LineB-STA-03125,2026-06-07,FALSE,
D008335,Line B,Standard,LineB-STA-03335,2026-06-07,FALSE,
D008382,Line B,Standard,LineB-STA-03382,2026-06-07,FALSE,
